group	Agathobacter	Collinsella	Enterocloster	Anaerobutyricum	Bariatricus	Holdemanella	Blautia_A	Dorea	Eubacterium_I	Coprococcus_A	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Bariatricus	Blautia_A	Dorea
D009765	1.77528	0.25175	3.05996	0.20105	0.02525	0	0.23712	0.25192	0.39691	0.04198	2.95026	1.77528	2.5939	3.59964	2.30937	3.05996	0.25175	0.02525	0.23712	0.25192
Healthy	0.2609	0	0.1121	0.03735	0.10344	1.45169	0.18466	0.03724	0	0.0473	3.55421	0.2609	0.01732	2.36498	0.06163	0.1121	0	0.10344	0.18466	0.03724
Healthy	1.26874	0	0.01728	0	0.05042	0	0.05459	0	0.01179	0	3.45019	1.26874	0	2.65217	0.04131	0.01728	0	0.05042	0.05459	0
Healthy	0	0.12423	0.68298	0	0	0	0	0	0	0	2.46563	0	0.91691	0.08075	0.24747	0.68298	0.12423	0	0	0
Healthy	34.9149	0.15025	0.35863	0.35704	0.21675	0.63719	0.24041	0.61106	0	0.69739	12.4323	34.9149	1.32898	1.20486	0	0.35863	0.15025	0.21675	0.24041	0.61106
D009765	2.80231	4.53822	3.7076	0.53619	1.36795	0.28263	0.49001	1.03708	0.2902	0.66434	8.49779	2.80231	2.92424	1.82977	0.4391	3.7076	4.53822	1.36795	0.49001	1.03708
Healthy	2.12369	0.10293	0	0	0.07194	0	0.0128	0.00835	0	0	4.20542	2.12369	0.1562	1.70758	0.90203	0	0.10293	0.07194	0.0128	0.00835
Healthy	0.82745	0.39764	3.02593	0.76468	0.7115	0	1.91586	0.20609	0.04648	0.28238	6.82921	0.82745	0	0.41978	0.16282	3.02593	0.39764	0.7115	1.91586	0.20609
Healthy	0	1.28323	0.07372	0	0	0	0.16183	0	0	0	0.11114	0	1.8513	0	0.64033	0.07372	1.28323	0	0.16183	0
Healthy	1.25924	0.28173	1.07974	0.21545	0.61394	0.09963	0.27471	0.15702	0.00721	0.10164	3.70296	1.25924	7.73913	0.15662	0.24621	1.07974	0.28173	0.61394	0.27471	0.15702
Healthy	1.50658	0	0	0	0.00773	0	0.03743	0	0	0	4.35934	1.50658	1.77574	0.92361	0.13034	0	0	0.00773	0.03743	0
Healthy	27.1106	0.70373	0.01929	0.65496	0	0	0.0013	0.09431	0	0	3.19171	27.1106	0	4.5091	0.86136	0.01929	0.70373	0	0.0013	0.09431
D009765	23.409	5.24085	2.1569	1.53053	1.29374	0	0.76902	1.0912	0.1492	0.19268	2.65083	23.409	10.4039	3.02209	3.68235	2.1569	5.24085	1.29374	0.76902	1.0912
D009765	1.56644	0	0.05169	0.13499	0	0	0	0.02716	0	0	0	1.56644	2.17478	12.91411	0.53435	0.05169	0	0	0	0.02716
D009765	10.4798	0.69906	2.01391	2.40075	2.30768	1.57774	1.15527	0.99074	0.4931	0.45407	9.83581	10.4798	4.2029	3.93056	0.42193	2.01391	0.69906	2.30768	1.15527	0.99074
Healthy	0.80113	0.38901	0.23277	0.06613	0.20647	0.20501	0.13419	0.05184	0.00224	0.03266	2.49234	0.80113	4.96701	2.59796	0.55786	0.23277	0.38901	0.20647	0.13419	0.05184
Healthy	1.20123	0.09569	0.00663	0.00316	0	0	0.13649	0.07495	0.02646	0	3.76699	1.20123	0.2105	6.13528	0.15754	0.00663	0.09569	0	0.13649	0.07495
Healthy	2.93815	0	2.26938	1.19259	0.77368	0	0.51447	0.00265	0.15139	0.39482	14.5958	2.93815	2.04301	2.47628	0.35527	2.26938	0	0.77368	0.51447	0.00265
Healthy	0	0	0	0.00409	0	0	0.04049	0	0.07345	0	21.2823	0	0	0.1056	0.03063	0	0	0	0.04049	0
Healthy	13.19	0	3.97784	3.24868	2.50148	0	2.45562	0.00164	0.63028	0.17428	8.10946	13.19	17.4492	0.26022	5.54974	3.97784	0	2.50148	2.45562	0.00164
Healthy	1.06921	1.04435	2.28357	0.79664	0.69489	1.08547	0.25062	0.36287	0.00287	0.22648	5.27758	1.06921	31.5708	8.39792	0.18959	2.28357	1.04435	0.69489	0.25062	0.36287
Healthy	0	0.71663	0.12356	0.08101	0	0.10571	0.12821	0.02955	0	0	2.33157	0	2.16107	0	0.06854	0.12356	0.71663	0	0.12821	0.02955
Healthy	7.15599	0.00623	0.02002	0.10958	0.01412	0	0.04189	0	0	0	2.50054	7.15599	0.9359	0.28101	0.03648	0.02002	0.00623	0.01412	0.04189	0
D009765	2.87049	0	0.09631	0	0	0	0.49408	0	0	0	0.96374	2.87049	2.48486	0.49732	3.02509	0.09631	0	0	0.49408	0
Healthy	15.1844	0	1.18651	0.37423	0.22819	0	0.67859	0.24569	0.52699	0	3.12001	15.1844	0	7.32163	0.59899	1.18651	0	0.22819	0.67859	0.24569
Healthy	0	0	0	0	0	0	0	0	0	0	36.1403	0	0	2.28081	0	0	0	0	0	0
Healthy	1.61563	0.11814	0.62033	0.30232	1.26932	0.46944	0.10306	0.04863	0.05577	0.03721	0.90052	1.61563	2.02697	1.23244	0.38044	0.62033	0.11814	1.26932	0.10306	0.04863
Healthy	7.29679	0	0	0	0	0	0	0	0	0	0	7.29679	0	0.61264	0	0	0	0	0	0
Healthy	5.77678	0	0.29093	0.20717	0.46061	0.50488	0.40751	0.09002	0	0	1.86977	5.77678	1.97905	0.91568	1.1969	0.29093	0	0.46061	0.40751	0.09002
Healthy	0	0.97485	0.02279	0	0	0	0.16992	0	0	0	5.73536	0	7.51266	8.59404	0.00647	0.02279	0.97485	0	0.16992	0
D009765	6.88748	2.64781	1.92619	0	0.43864	0.01857	0.30561	0.41368	0	0.18049	19.5361	6.88748	0	0	0	1.92619	2.64781	0.43864	0.30561	0.41368
D009765	20.5459	0.34799	0.71349	0.42624	0.5644	0.63655	0.37654	0.33211	0.32034	0.18677	7.35996	20.5459	4.48687	2.53191	0.00647	0.71349	0.34799	0.5644	0.37654	0.33211
Healthy	12.9987	0.08153	0.1069	0.10879	0.84773	0.24573	0.20786	0.10225	0.06162	0.30999	3.15946	12.9987	1.01743	5.64281	0.08976	0.1069	0.08153	0.84773	0.20786	0.10225
Healthy	2.93632	0.06902	0.10802	0.10586	0.31817	0	0.10335	0.08825	0.03168	0.12834	7.67024	2.93632	0.00829	2.31978	0.07453	0.10802	0.06902	0.31817	0.10335	0.08825
Healthy	2.05558	0	0.31058	12.4075	0.52132	0	2.13069	0.7911	3.28856	0.0236	1.99398	2.05558	0	2.04813	1.31727	0.31058	0	0.52132	2.13069	0.7911
Healthy	0.00349	0.15335	0.93372	1.13246	1.00102	1.77971	0.60162	0.8045	0.66829	0.60847	10.5195	0.00349	0.28721	0.53892	2.78065	0.93372	0.15335	1.00102	0.60162	0.8045
Healthy	3.22517	0.61525	0.19851	0.08146	0.08172	0	0.0807	0.00363	0	0.02092	0.82691	3.22517	4.45277	0.41991	0.30851	0.19851	0.61525	0.08172	0.0807	0.00363
Healthy	0.88329	0	2.37183	0.67502	1.28403	5.7773	0.25196	0.21324	0	0.23177	2.2557	0.88329	0	0.38056	0.94104	2.37183	0	1.28403	0.25196	0.21324
Healthy	0	0	0	0	0	0	0	0	0	0	0.35458	0	0	0	6.24613	0	0	0	0	0
D009765	13.456	0.91012	1.50737	1.92784	2.38348	1.63594	0.43929	0.67869	0.54218	0.60402	12.9684	13.456	7.48466	8.11885	0.44693	1.50737	0.91012	2.38348	0.43929	0.67869
D009765	34.3391	7.80417	2.52961	0.45663	4.1703	0	0.43805	0.37363	0.11901	0.88008	1.58122	34.3391	9.23324	0.27357	2.30893	2.52961	7.80417	4.1703	0.43805	0.37363
Healthy	4.57761	0.1068	0.04616	0.45369	0.00357	0.44993	0.06834	0	0	0.10957	3.3433	4.57761	3.10177	2.04497	0.07145	0.04616	0.1068	0.00357	0.06834	0
Healthy	19.5605	0.3691	0.60687	0.34164	0.10221	0.27834	0.24593	0.22815	0.44261	0.0787	5.11277	19.5605	0.06077	4.70811	0.70268	0.60687	0.3691	0.10221	0.24593	0.22815
D009765	16.84	0	1.82836	0.66486	0	0	0.43022	0.10125	0	0	0.53976	16.84	0	1.00838	0.82774	1.82836	0	0	0.43022	0.10125
Healthy	3.13876	0.2526	0.11485	0.39581	0.30868	1.91668	0.2045	0.12882	0.03001	0.14747	5.67481	3.13876	0.00126	0.98438	0.76729	0.11485	0.2526	0.30868	0.2045	0.12882
Healthy	0	0	0.66065	0.85698	0.62462	0.99592	0.43536	0.46486	0	0.12201	0.6569	0	3.49557	1.82348	0.09208	0.66065	0	0.62462	0.43536	0.46486
Healthy	1.85701	0	0.0483	0	0	0	0	0	0	0	0.0837	1.85701	0	0	0.27936	0.0483	0	0	0	0
Healthy	7.70927	1.73004	3.57198	1.11194	4.08278	3.3897	1.47035	0.77392	0.15732	0.2172	3.43029	7.70927	24.1739	0.35115	1.19847	3.57198	1.73004	4.08278	1.47035	0.77392
Healthy	0	0.13703	0.10739	0.00262	0.01426	0	0.01342	0	0	0	0.52727	0	0	0.35498	0.0619	0.10739	0.13703	0.01426	0.01342	0
Healthy	3.27312	1.30424	0.94474	0.20018	0.10167	0	0.44695	0.17005	0.03003	0	2.24457	3.27312	1.29024	0.56371	0.15241	0.94474	1.30424	0.10167	0.44695	0.17005
Healthy	0.03311	0.12202	1.19468	0	0	0	0	0	0	0	0.68416	0.03311	0	0	0.0036	1.19468	0.12202	0	0	0
Healthy	7.50663	1.18894	2.17013	2.15565	1.11768	0	2.47174	0.89951	0.57595	0.28972	4.4499	7.50663	20.0314	0.5933	2.29382	2.17013	1.18894	1.11768	2.47174	0.89951
Healthy	0	4.53704	1.11267	0	0	0.82935	0	0	0	0	0.00531	0	0	0	0.6153	1.11267	4.53704	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0.23665	0	0	0	0	0
Healthy	1.85118	0	0.0328	0	0	0	0	0	0	0	0.08589	1.85118	0	0	0.16962	0.0328	0	0	0	0
Healthy	3.51007	0.28977	0.41826	0.22031	0.51368	0.8583	0.15477	0.27391	0	0.06547	3.64592	3.51007	5.41299	0.57781	0.74412	0.41826	0.28977	0.51368	0.15477	0.27391
Healthy	0.03433	0.10093	1.02384	0	0	0	0	0	0	0	0.70539	0.03433	0	0	0.00704	1.02384	0.10093	0	0	0
D009765	34.8596	3.87526	2.4195	0	1.88748	0	1.17617	0.09988	0.0989	0.5923	8.11038	34.8596	11.9846	0.32878	0.87875	2.4195	3.87526	1.88748	1.17617	0.09988
Healthy	7.98498	0	0	0	0	1.52302	0	0	0	0	0.21039	7.98498	2.8031	14.01458	1.58086	0	0	0	0	0
Healthy	2.39382	0.08619	0.56526	0.28438	0.2994	1.30032	0.29709	0.3239	0.05343	0.07339	3.64046	2.39382	0	8.78956	0.58322	0.56526	0.08619	0.2994	0.29709	0.3239
Healthy	23.8382	0	0.29356	1.22776	0.32274	0	0.8674	1.37493	0.52318	0.11052	4.45218	23.8382	7.46297	2.42728	0.99019	0.29356	0	0.32274	0.8674	1.37493
Healthy	2.83888	0.00628	0	0.01981	0	0	0.10764	0.04984	0.02273	0.02011	3.69891	2.83888	0	7.54593	0.13855	0	0.00628	0	0.10764	0.04984
Healthy	0.09244	0	0.09081	0.71945	0.03729	0	0.22751	0.08028	0	0.02753	0.76474	0.09244	1.81634	0.24791	0.04964	0.09081	0	0.03729	0.22751	0.08028
Healthy	0.10129	0	0	0	0	0	0	0	0	0	2.04327	0.10129	0	0.58916	0	0	0	0	0	0
Healthy	2.86894	0.01508	0	0	0	0	0.121	0.02463	0.04049	0	3.66512	2.86894	0	7.53582	0.13774	0	0.01508	0	0.121	0.02463
Healthy	0.57742	0.21143	0.03047	0	0	0	0	0.06405	0.05102	0	0.01639	0.57742	0	0	0.60128	0.03047	0.21143	0	0	0.06405
Healthy	0.35719	0.27608	0.06348	0	0.08195	0	0.00227	0	0	0	3.26622	0.35719	0	1.31864	0.30751	0.06348	0.27608	0.08195	0.00227	0
Healthy	2.31682	0	1.26639	1.21821	0.8554	1.43306	0.43462	0.23643	0.23513	0.2613	5.52789	2.31682	2.89996	7.47957	0.51417	1.26639	0	0.8554	0.43462	0.23643
Healthy	0	2.8142	0.02444	0	0	0.46308	0.0487	0	0	0	9.26941	0	0	0.97135	2.4807	0.02444	2.8142	0	0.0487	0
Healthy	3.76809	0.06888	0.79039	0.1778	0.7229	0	0.2834	0.51303	0.05498	0	2.52242	3.76809	0.04442	0.18233	0.04308	0.79039	0.06888	0.7229	0.2834	0.51303
Healthy	1.51351	0	0.00909	0	0.01233	0	0.03363	0	0	0	4.29541	1.51351	1.83836	1.06914	0.17616	0.00909	0	0.01233	0.03363	0
Healthy	1.42538	0	0.01376	0	0.02973	0	0.02949	0	0	0	4.25831	1.42538	1.8239	0.94069	0.20044	0.01376	0	0.02973	0.02949	0
Healthy	0	0.12065	0.10354	0.00929	0.01291	0	0.02416	0	0	0	0.54128	0	0	0.37567	0.02086	0.10354	0.12065	0.01291	0.02416	0
Healthy	13.7984	1.07661	1.59349	1.76051	0.81838	6.41745	0.56776	0.84873	0.24535	0.26235	2.94805	13.7984	9.34393	0.63461	1.16503	1.59349	1.07661	0.81838	0.56776	0.84873
Healthy	0	0	0.35305	0	0.00644	0	0.05837	0	0	0	6.40745	0	0	0.45404	0.19529	0.35305	0	0.00644	0.05837	0
Healthy	1.50515	0.17988	0.0081	0.06696	0.01513	0	0.03001	0.0016	0	0	1.79757	1.50515	0.95182	1.21036	0.17437	0.0081	0.17988	0.01513	0.03001	0.0016
Healthy	6.25838	0.33875	0.77128	0.01582	0.25537	0.5014	0.15091	0.09335	0.00717	0.03014	3.72613	6.25838	0.83298	4.89056	0.54097	0.77128	0.33875	0.25537	0.15091	0.09335
Healthy	2.49791	0.23576	0.23104	0	0	0	0.03226	0	0	0	3.51907	2.49791	0.08654	0.33379	0	0.23104	0.23576	0	0.03226	0
Healthy	0	0	0.1506	0	0	0	0.00868	0	0	0	1.63036	0	1.25169	0.33019	0.23078	0.1506	0	0	0.00868	0
Healthy	0	3.92622	0.76425	0	0	0	0	0	0	0	0	0	0	0	0	0.76425	3.92622	0	0	0
Healthy	6.8111	0.13086	0.14207	0.27665	0.1967	2.56248	0.30069	0.45439	0.11305	0.06917	7.23554	6.8111	0.87523	4.73583	2.08772	0.14207	0.13086	0.1967	0.30069	0.45439
Healthy	0.23407	0.02807	0.24663	0	0	0	0	0	0	0	6.85393	0.23407	0.58616	0.38429	0.02092	0.24663	0.02807	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D009765	10.9432	0.71172	2.03746	2.26399	2.28958	1.53485	1.08391	0.99014	0.5587	0.51425	9.61415	10.9432	4.22388	3.78772	1.07288	2.03746	0.71172	2.28958	1.08391	0.99014
Healthy	5.4943	0.32443	0.38309	0	0.04986	0	0.18082	0.03023	0	0	3.54485	5.4943	0.59035	1.93745	0.05369	0.38309	0.32443	0.04986	0.18082	0.03023
D009765	0	0	0.02377	0.3841	0.61994	0	0.20645	0.14459	0.03023	0	9.26096	0	5.15732	12.58478	0.83462	0.02377	0	0.61994	0.20645	0.14459
Healthy	1.00725	0.01567	0.01209	0	0	0	0	0	0	0	2.81632	1.00725	0.46837	0.15274	0.07327	0.01209	0.01567	0	0	0
Healthy	0	0	0.09166	0	0	0	0.00023	0	0	0	0.00077	0	0	0	0.33553	0.09166	0	0	0.00023	0
Healthy	5.16137	1.43714	0.0894	0.52747	0.22106	0	0.21849	0.33714	0.1495	0.27842	5.29583	5.16137	0	0.41822	1.20792	0.0894	1.43714	0.22106	0.21849	0.33714
Healthy	0	0.02489	0.07015	0	0.03971	0	0.02528	0.04991	0	0	2.22589	0	1.85033	3.08953	0.23274	0.07015	0.02489	0.03971	0.02528	0.04991
D009765	31.0428	14.3737	3.09156	0.09555	5.65168	0	0.59613	0.90349	1.06438	2.11075	0.59616	31.0428	2.39295	0.90566	0.47211	3.09156	14.3737	5.65168	0.59613	0.90349
Healthy	0.2165	0	0	0	0	0	0	0	0	0	0	0.2165	0	0	0	0	0	0	0	0
Healthy	2.99757	0.84596	0.05278	0	0	0	0.03665	0.17671	0.1922	0	0.92616	2.99757	0	0.24743	0.13846	0.05278	0.84596	0	0.03665	0.17671
Healthy	2.44706	0.02071	0.11378	0.00823	0.02968	0	0.03358	0	0	0	2.09812	2.44706	0	2.29012	0.03432	0.11378	0.02071	0.02968	0.03358	0
Healthy	6.92048	0.16158	0.25456	1.19194	0.0352	0.56261	0.35252	0	0	0.0667	5.52401	6.92048	1.24285	1.77653	0.0985	0.25456	0.16158	0.0352	0.35252	0
Healthy	8.59676	0.03757	0.18875	0.12561	0.08419	0.22944	0.05493	0.1058	0.00326	0.02392	1.14214	8.59676	0.58139	0.67056	0.29018	0.18875	0.03757	0.08419	0.05493	0.1058
Healthy	1.18983	0.16424	0.06126	0	0	0	0.00829	0	0	0.01272	1.59631	1.18983	1.79007	0.15246	0.14403	0.06126	0.16424	0	0.00829	0
Healthy	11.2371	0	1.89421	0	1.11681	0	0.85108	0	0	0.28226	8.69323	11.2371	10.1116	7.4294	0	1.89421	0	1.11681	0.85108	0
Healthy	5.19619	0.22255	0.00923	0	0.17296	0	0.01727	0.02723	0.0637	0	1.21585	5.19619	0	8.24545	0.53815	0.00923	0.22255	0.17296	0.01727	0.02723
Healthy	0	2.33967	0	1.63507	2.21757	0	2.33099	0	0.1766	0	13.2017	0	0	3.77099	2.66135	0	2.33967	2.21757	2.33099	0
Healthy	0	0.02807	0.40686	0	0	0	0	0	0	0	2.09179	0	1.39948	0	0.06415	0.40686	0.02807	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0
D009765	0	0	0.09745	0.12322	0.4399	0	0.17918	0.13696	0	0	0.26604	0	0	5.51476	0.03982	0.09745	0	0.4399	0.17918	0.13696
Healthy	5.13713	0.20241	0.16013	0.65515	0	0.40115	0.3639	0	0.01284	0.10205	5.54465	5.13713	4.03381	2.5276	0.23518	0.16013	0.20241	0	0.3639	0
Healthy	9.30869	1.6901	0.33328	0.55686	1.23121	0.34361	2.71352	0.7076	0	0.44866	27.4976	9.30869	0.61886	1.84667	0.58728	0.33328	1.6901	1.23121	2.71352	0.7076
Healthy	2.10119	0.16682	0.01022	0.02994	0.05463	0	0.11378	0	0	0	4.53404	2.10119	0.65443	0.80577	0.22647	0.01022	0.16682	0.05463	0.11378	0
Healthy	6.30684	0	0	0	1.37143	0	0.0601	0	0.00385	0.02291	3.54545	6.30684	0	4.42692	0.14954	0	0	1.37143	0.0601	0
D009765	1.73265	4.05596	1.52396	0.49404	1.1919	0.6334	1.46261	0.34141	0.14179	0	35.0965	1.73265	0	2.47125	0.73125	1.52396	4.05596	1.1919	1.46261	0.34141
Healthy	0.41844	0.61092	0	0.37579	0	0	0.02428	0	0	0	4.9737	0.41844	0	0.99235	1.16804	0	0.61092	0	0.02428	0
Healthy	0.61096	0.02144	0.8605	0.53916	0.52542	0	0.51448	0.11077	0	0	8.60278	0.61096	9.36761	5.6761	0.84296	0.8605	0.02144	0.52542	0.51448	0.11077
D009765	0.78209	6.96904	2.2569	0	1.91146	0.24202	0.49937	0.17163	0.39959	0.66561	5.47411	0.78209	0.33909	0.20432	0.49768	2.2569	6.96904	1.91146	0.49937	0.17163
D009765	22.6957	0	0.75501	0.49873	0.05183	0.54143	0.35748	0.21063	0.45514	0.02064	1.03985	22.6957	0.03581	5.24357	0.81336	0.75501	0	0.05183	0.35748	0.21063
Healthy	5.86005	0	0	0.4838	0	0	0	0	0	0	0	5.86005	2.34553	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	27.5791	0	0.89466	1.26577	0	0	0	0	0	0
Healthy	0	0	0.32065	0	0.01008	0	0.07915	0	0	0	6.24226	0	0	0.42777	0.16933	0.32065	0	0.01008	0.07915	0
Healthy	3.16814	0.0261	1.8241	0.1198	1.25373	0.76578	0.18905	0.05133	0.11288	0.07861	4.83418	3.16814	0.10954	0.13333	0.0417	1.8241	0.0261	1.25373	0.18905	0.05133
Healthy	5.23295	0.16561	1.80926	0.39318	0.80515	0	0.3428	0.39778	0.20559	0.19008	4.63724	5.23295	5.99635	3.01071	0.01036	1.80926	0.16561	0.80515	0.3428	0.39778
Healthy	0.6242	0.02601	0	0	0.04257	0	0.05742	0	0	0	4.87846	0.6242	0	3.12655	0.78633	0	0.02601	0.04257	0.05742	0
Healthy	0	1.43941	2.70026	0.00918	0.12981	0	0.01358	0.01039	0	0	0.83952	0	0.00141	1.14422	0.1033	2.70026	1.43941	0.12981	0.01358	0.01039
Healthy	0.08631	0.86334	0.03786	0.00172	0	0.11057	0.03857	0.0256	0	0	1.12531	0.08631	0.69016	0.04057	0.08041	0.03786	0.86334	0	0.03857	0.0256
Healthy	0	0	1.84255	0	0.00343	0	0	0	0	0	3.4029	0	1.01779	0.38435	1.53239	1.84255	0	0.00343	0	0
Healthy	0	1.29116	1.411	3.92496	0.4362	0	1.88381	1.53546	0.31806	0.58864	5.07877	0	0	6.69226	0.87752	1.411	1.29116	0.4362	1.88381	1.53546
Healthy	1.96529	2.86906	2.13056	0.45301	0.49044	10.9511	1.02528	0.31036	0.04982	0.50895	23.9343	1.96529	10.3887	1.39757	0.76616	2.13056	2.86906	0.49044	1.02528	0.31036
Healthy	0.56933	0.29767	0.04766	0	0	0	0	0.04936	0.05864	0	0.03104	0.56933	0	0	0.34996	0.04766	0.29767	0	0	0.04936
Healthy	2.24633	0	0.38429	0	0	0	0.07168	0.07272	0	0	10.3849	2.24633	0.46747	0.18561	0.02613	0.38429	0	0	0.07168	0.07272
D009765	1.69863	0	0.46942	0.2801	0.0073	0	0.28674	0.30901	0.2102	0	0.65052	1.69863	2.5551	3.41506	2.45138	0.46942	0	0.0073	0.28674	0.30901
Healthy	0.86088	0	0.08347	0.00513	0	0	0.13124	0	0	0	2.11646	0.86088	0	14.4754	0.07273	0.08347	0	0	0.13124	0
Healthy	23.2976	0	0.95253	0.37618	0.62824	0	0.17071	0.48745	0.06047	0.0993	1.88114	23.2976	2.97819	1.4902	0.31411	0.95253	0	0.62824	0.17071	0.48745
Healthy	0.32827	0	0.37502	0.19723	1.00243	0	0.49867	0.35357	0.06421	0.10806	0.47036	0.32827	0	7.58221	1.76085	0.37502	0	1.00243	0.49867	0.35357
D009765	0.14348	0.25536	0.53418	0.33572	0.44744	0	0.22932	0.12624	0.00689	0.01422	5.19323	0.14348	5.12862	0.08857	0.88092	0.53418	0.25536	0.44744	0.22932	0.12624
Healthy	24.0247	0.06218	0.16458	0.23461	0.51182	0	0.12181	0.2903	0.06467	0.0442	2.28912	24.0247	0.96455	1.40715	0.08675	0.16458	0.06218	0.51182	0.12181	0.2903
Healthy	0.22942	0	0.26966	0.17762	0.17677	0	0.27898	0	0	0	12.9756	0.22942	5.55643	3.95121	0.54932	0.26966	0	0.17677	0.27898	0
D009765	4.89901	0	1.85379	0	1.0873	1.76044	0	0	0	0	0	4.89901	0	0	0	1.85379	0	1.0873	0	0
Healthy	28.765	0.02694	0.06442	0.48997	0.66976	0	0.15343	0.20111	0.43016	0.06672	2.23077	28.765	0	0.58993	0.24319	0.06442	0.02694	0.66976	0.15343	0.20111
Healthy	3.19337	0	0.01629	0	0.07479	0	0.01708	0	0	0	6.0187	3.19337	2.48128	1.85017	0.22123	0.01629	0	0.07479	0.01708	0
Healthy	0.81669	0.3178	0.79101	1.63022	0.97306	1.70934	0.69953	1.44398	0.64032	0.1468	2.95755	0.81669	0.34398	3.82886	1.45019	0.79101	0.3178	0.97306	0.69953	1.44398
D009765	2.55065	1.05157	0.41133	1.3232	1.49706	1.20734	1.1076	0.31862	0	0.1275	15.2733	2.55065	0.05148	4.13003	0.15107	0.41133	1.05157	1.49706	1.1076	0.31862
D009765	2.86226	1.43636	4.10162	1.15169	2.57039	0.42785	0.61406	0.54791	0.38783	0.39447	0.7081	2.86226	2.98312	3.42341	0.02388	4.10162	1.43636	2.57039	0.61406	0.54791
Healthy	0.59429	0.06957	0.15001	0.49129	0.0444	0.67468	0.22088	0.22848	0.02747	0.05442	5.3705	0.59429	0	5.19639	0.03383	0.15001	0.06957	0.0444	0.22088	0.22848
Healthy	1.99799	0.26174	0.18271	0.16115	0.40892	0.31104	0.09217	0.21466	0.03737	0.03451	10.4323	1.99799	0.70969	0.15978	0.15088	0.18271	0.26174	0.40892	0.09217	0.21466
Healthy	0	0	1.4596	0.08085	0.48301	0	0.13388	0.12548	0	0	2.48754	0	0.01533	5.30573	0.03536	1.4596	0	0.48301	0.13388	0.12548
Healthy	0	0.43742	0.04534	0.65023	0	0	0.4113	0.21718	0.14435	0.18233	3.02473	0	0	3.79604	0.09856	0.04534	0.43742	0	0.4113	0.21718
Healthy	1.77556	0.25179	3.06418	0.20109	0.02525	0	0.23716	0.25196	0.39697	0.04199	2.95074	1.77556	2.59432	3.60023	2.30974	3.06418	0.25179	0.02525	0.23716	0.25196
D009765	15.3603	4.79782	1.7152	2.25903	1.91294	0.78291	1.25145	0.73111	0.57955	0.6474	9.51193	15.3603	9.21497	1.36833	1.01513	1.7152	4.79782	1.91294	1.25145	0.73111
Healthy	0	0.35646	0.36465	0.16447	0.1703	0.14449	0.18167	0.14201	0.07562	0.06223	8.5107	0	0.53064	1.37652	0.88013	0.36465	0.35646	0.1703	0.18167	0.14201
Healthy	1.44047	0.17035	0.01385	0.05542	0.01536	0	0.03178	0	0	0	1.86292	1.44047	1.03109	1.12591	0.32305	0.01385	0.17035	0.01536	0.03178	0
Healthy	3.83622	0	0	1.92741	3.38203	0	2.07818	0	2.74174	0.22783	8.38646	3.83622	3.93588	1.19182	0.68327	0	0	3.38203	2.07818	0
Healthy	4.03922	1.30201	0.02938	0.55904	0.19913	0	0.14157	0.40081	0.22383	0.18976	4.96536	4.03922	0	1.94536	0.32823	0.02938	1.30201	0.19913	0.14157	0.40081
Healthy	1.85904	0.33014	0.05652	0.11616	0.37864	0	0.24383	0.17138	0.04086	0.18603	20.8172	1.85904	0.4904	4.0084	3.74356	0.05652	0.33014	0.37864	0.24383	0.17138
Healthy	6.45078	0.01227	0.16455	0.06917	0.30983	0	0.25983	0.1821	0.05305	0.21405	8.15315	6.45078	1.41516	1.31279	3.33576	0.16455	0.01227	0.30983	0.25983	0.1821
Healthy	4.33653	0	0.95746	0.53605	0.23025	2.92504	0.26684	0.18762	0.20284	0.05689	2.36873	4.33653	0.00739	0.18049	0.01468	0.95746	0	0.23025	0.26684	0.18762
Healthy	0	0	8.74083	0	0	0	0.06409	0.37271	0	0	0	0	0	0	1.27946	8.74083	0	0	0.06409	0.37271
Healthy	0	0	2.47872	0	0	0	0	0	0	0	2.67861	0	0	0	0.80994	2.47872	0	0	0	0
Healthy	3.28308	0	0.02723	0	0.07208	0	0.00651	0.00189	0	0	5.88669	3.28308	2.66971	1.85359	0.08047	0.02723	0	0.07208	0.00651	0.00189
Healthy	1.46111	0	0	8.73143	0.07775	0	2.33399	0.50096	2.67748	0	2.30929	1.46111	0	1.40888	2.07064	0	0	0.07775	2.33399	0.50096
Healthy	2.07168	0	0.71474	0.08246	0.10884	0	0.03981	0.0024	0	0	3.24695	2.07168	0.82433	0.71245	0.02236	0.71474	0	0.10884	0.03981	0.0024
D009765	23.5064	4.19019	0.7999	0.73609	1.11733	0.12513	0.43592	0.17821	0.03789	0.24387	13.9994	23.5064	7.7535	5.5422	1.53114	0.7999	4.19019	1.11733	0.43592	0.17821
Healthy	2.01439	0.61758	0.43449	0	0.05332	0.17399	0	0.03276	0	0	1.74076	2.01439	0.01002	0.59099	0.41097	0.43449	0.61758	0.05332	0	0.03276
