group	Faecalibacterium	Enterocloster	Collinsella	Blautia_A	Bariatricus	Dorea	Eubacterium_I	Coprococcus_A	Muricomes	Lactococcus	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
D015179	12.0741	0.59053	0.29136	0.43261	0	0.24591	0	0	0	0	1.49366	0.02521	0.59053	0.0331	0	0.43261	0	0	0	0
Healthy	2.41673	6.91824	0	0.16843	0	0	0	0	0.09338	0	0	3.42874	6.91824	0	0	0.16843	0.1365	1.88926	0.09338	0
Healthy	3.05584	8.52626	0.31322	1.01361	1.69717	0.0923	0.24581	0.31468	0	0	0.05229	0.72673	8.52626	1.75304	1.4198	1.01361	0.00356	0	0	0
Healthy	2.03666	0	0.63217	0.05603	0.05371	0.04723	0.09075	0.06308	0	0	69.0825	0.62665	0	0.21378	0	0.05603	0	0	0	0
D015179	20.6583	2.11565	6.68089	0.38988	1.88394	0.94985	0	0	0	0	17.6714	0	2.11565	1.25383	2.24214	0.38988	0	0	0	0
Healthy	4.05151	0.02483	0.12196	0	0.03131	0	0	0	0	0	0	0.10635	0.02483	0	0	0	0.16693	0	0	0
Healthy	7.11453	0.11319	0.85814	0.24783	0.25753	0.09805	0.09693	0	0	0	10.7169	0.65461	0.11319	0.48988	3.05043	0.24783	0	0	0	0
Healthy	1.37517	2.14691	0.48741	0.63829	0.47537	0	0.38316	0.08859	0.02632	0	0	0.83871	2.14691	2.16175	0	0.63829	0	0.23747	0.02632	0.18602
Healthy	18.2422	0.37275	0	0.7162	1.38689	0.24701	0	0.22037	0	0.00209	0	1.08358	0.37275	4.89464	0	0.7162	0.03028	0	0	0
D015179	12.0625	0.02733	0.16305	0.31637	0.04007	0.04376	0.24046	0.02885	0.0059	0	4.22348	3.42298	0.02733	0	0	0.31637	0	0	0.0059	0
D015179	7.10993	0.92075	0	0	0.12452	0	0.56007	0	0	0	0	0	0.92075	2.77749	0	0	0	0	0	0
Healthy	2.61606	0.15107	0.01979	0.31225	0.17359	0.06409	0.06052	0.12947	0	0	29.9327	0.89301	0.15107	0.04777	0	0.31225	0.02279	0	0	0
D015179	0.67793	3.99833	0.93861	3.30637	0.66236	2.42543	0.02666	0.26364	0	0	0	2.37765	3.99833	1.24501	0	3.30637	0.00368	0.07728	0	0.09738
Healthy	1.82597	0.0291	0.50041	0	0	0.00348	0	0	0	0	0	0.37258	0.0291	0.01501	0	0	0	0	0	0.0174
D015179	0.11599	0.07551	0	0.02181	0.0051	0	0	0	0.69512	0.8596	0.18326	0.03556	0.07551	0.0053	0	0.02181	0	0.15939	0.69512	0.053
D015179	11.9347	0.11393	0.03712	0.48385	1.41502	0	0.74385	0.02985	0	0	0	3.3336	0.11393	0	0	0.48385	0	0	0	0
Healthy	2.1204	0	0	0.04854	0.29735	0.89403	0.15211	0.36076	0	0	66.9454	0	0	0	1.10222	0.04854	0	0	0	0
Healthy	4.39199	0.57552	0.29786	0.00646	0	0.17095	0	0	0.18041	0.00154	34.3596	0.07618	0.57552	0.83084	0	0.00646	0	0.68078	0.18041	0.12747
Healthy	6.48381	0.28523	0.05771	0.06431	0.15206	0.02994	0	0	0	0	0	0.2163	0.28523	0.10406	0	0.06431	0.11924	0	0	0
Healthy	7.38846	0	0	0	0	0	0	0	0	0	0	11.0056	0	0	0	0	0	0	0	0
Healthy	29.932	0.3816	1.43255	0.43667	0.62509	0.37424	0.39719	0.59161	0.05586	0	0	1.51094	0.3816	0.10117	0	0.43667	0.31473	0.00178	0.05586	0
Healthy	4.8257	0.12401	0.20516	0.27736	0	0	0.01942	0.10314	0	0	0	0.11507	0.12401	0.90335	0	0.27736	0.00311	0	0	0
Healthy	19.1433	0.38654	1.12323	2.89407	1.03037	0.63823	0.27038	0.17445	0	0.28622	2.48117	1.9737	0.38654	1.32977	0	2.89407	0	0	0	0
Healthy	3.50928	0	0.08199	0.06924	0	0.04628	0.00807	0.00263	0	0	0	0.04954	0	0.04208	0	0.06924	0.42151	0	0	0
D015179	5.65556	1.53218	0	1.73927	6.39617	0.01477	0	0	0.18493	0	0	0.20832	1.53218	0.03222	0	1.73927	0	1.04419	0.18493	0.13905
D015179	4.69641	3.85003	2.30052	0.85973	1.35192	1.23395	0.38473	0.28039	0	0	11.7706	0.85632	3.85003	1.14817	3.30207	0.85973	0	0	0	0
Healthy	2.43901	0.6992	0.14065	0	0	0	0	0	0	0	33.60966	0.212	0.6992	0	0	0	0.04404	0	0	0
Healthy	6.92447	1.2368	1.55855	0.81281	0.54609	0.0038	0	0	0.12132	0	0	0.01785	1.2368	2.25275	0	0.81281	1.61473	0.31108	0.12132	0.02299
Healthy	0.00714	0	1.20736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.39665	0.88813	0.03161	0.20368	0.82989	0.09885	0.07113	0.06642	0	0	0	1.48356	0.88813	0.13518	0	0.20368	0	0	0	0
Healthy	0.1016	0.03197	0	0	0	0	0	0	0	0	0	0.14077	0.03197	0	0	0	0	0	0	0
D015179	0.80941	1.70696	0	1.08149	0	0.11187	0	0.47303	0	0.00123	0	0.87476	1.70696	0.2864	0	1.08149	0.22229	0.38051	0	0
D015179	19.4333	0	0	0.0308	0.35729	0	0	0	0	0	0	1.65267	0	0.06148	0	0.0308	0	0	0	0
Healthy	0	0	0.01979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.29333	0.64314	0.44994	0.27573	0.092	0.19793	0.45304	0.10786	0	0	0	0.73753	0.64314	0.3014	0	0.27573	0.00749	0	0	0
Healthy	4.46993	0	0	0.0197	0.00774	0	0	0	0	0.05597	0	0.21501	0	0	0.27306	0.0197	0	0	0	0
Healthy	3.98056	0	0.01525	0.11983	0	0.04662	0.00966	0.01513	0	0	0	0.12649	0	0	0	0.11983	0.22653	0	0	0
Healthy	5.85146	0.41019	0.49397	1.03689	1.59627	0.91212	0.05622	0.08059	0	0	0	0.53867	0.41019	1.28394	0	1.03689	0.20202	0	0	0
D015179	5.09696	0.58593	0.90379	1.05978	0.09662	0.37688	0.08441	0.31664	0.0109	0.98115	5.42636	0.03921	0.58593	0.78505	3.12338	1.05978	0.01261	0	0.0109	0
Healthy	0.8535	0.01852	1.25139	0.41095	0	0.08323	0	0.01225	0.0341	0	0	0.05036	0.01852	0.15194	0	0.41095	0	0.0404	0.0341	0.02873
Healthy	1.10758	5.79105	0.78678	2.8083	1.51934	1.70082	0.77383	0	0.00617	0	0.10403	0.00534	5.79105	5.46255	0	2.8083	0	0.01618	0.00617	0.17306
Healthy	1.71623	1.23254	0.17557	0.42358	0.47299	0.46842	0.17902	0.40859	0.00908	0	0	0.64331	1.23254	0.37583	2.51184	0.42358	0	0	0.00908	0
Healthy	9.84138	0.45399	1.27721	6.68896	1.20268	8.45021	0.2391	0.89721	0	0	1.2148	0.24527	0.45399	4.79554	3.60587	6.68896	0	0	0	0
D015179	6.79124	3.18444	1.31229	0.84708	0.75931	0.62429	0.09669	1.2463	0	0	1.89691	0.21529	3.18444	0.53819	0.31941	0.84708	0	0	0	0
Healthy	4.84495	0.00956	0.1514	0.08407	0.00413	0	0	0	0	0	0	0.19775	0.00956	0.01349	0	0.08407	0.01157	0	0	0.05398
Healthy	3.51784	0	0	0.11943	0	0.02724	0.01009	0	0	0	0	0.13701	0	0	0	0.11943	0.16362	0	0	0
Healthy	4.76184	0	0.04727	0.07525	0.04789	0	0	0	0	0	0	0.51987	0	0	0	0.07525	0.03627	0	0	0
D015179	7.96262	1.00555	0.29285	0.80233	0.41526	0.35686	0.03989	0.16002	0	0.00679	1.83677	0.32778	1.00555	0.21867	0	0.80233	0	0	0	0
D015179	8.91449	0.08298	0.40475	0.15233	0.22018	0.40886	0.48183	0	0	0.0016	0	0.22229	0.08298	0.69347	0	0.15233	0.0132	0.00055	0	0
Healthy	17.4317	0.05071	1.41792	0.37883	0.22378	0.13767	0.04421	0	0.00017	0	0.04251	0.14153	0.05071	0.84883	0	0.37883	0	0	0.00017	0
Healthy	0.0234	0.11522	0	0.03951	0	0	0	0	0	0	0	0.06539	0.11522	0	0	0.03951	0	0	0	0
Healthy	1.33901	0.22281	0	0.00951	0	0	0	0	0.02524	0	0.01945	0.03446	0.22281	0	0	0.00951	0	0.0042	0.02524	0
Healthy	6.04399	0.35256	0.20584	0.24929	0.33615	0.59327	0.11199	0	0	0	0	0.18573	0.35256	0.22058	0	0.24929	0.21175	0	0	0
Healthy	0.10156	0.03157	0	0	0	0	0	0	0	0	0	0.09315	0.03157	0	0	0	0	0	0	0
Healthy	3.36801	0	0	0	0	0	0	0	0	0	0	1.06106	0	0	0	0	0	0	0	0
Healthy	8.34784	0.16096	0	0.31291	0.26835	0.12035	0.01574	0.15563	0	0	0	2.90194	0.16096	0.03849	0	0.31291	0.03296	0	0	0
Healthy	5.69139	0	0.09729	0.15198	0.62765	0	0	0.33937	0	0	0	0.2635	0	0	3.56702	0.15198	0	0	0	0
Healthy	0	0.87965	0	0.14765	0.1403	0	0	0	0	0	0.05205	0.27937	0.87965	0	0	0.14765	0	0	0	0
Healthy	25.0036	0.13903	0	0.04841	0	0.02029	0	0.01864	0	0	0	0.2834	0.13903	0.03677	0	0.04841	0.04801	0	0	0
D015179	10.5793	1.54476	1.29565	0.18006	3.61449	1.45193	1.12543	0.45265	0.1565	0	0	0.93173	1.54476	0.49352	3.49558	0.18006	0.02792	0	0.1565	0
Healthy	4.945	0.39041	0	0.14317	1.87038	0.00266	0	0.14251	0.15818	0	0.08642	0.07849	0.39041	1.73624	0	0.14317	0.11328	0.06259	0.15818	0.06791
D015179	2.11106	0.20354	0.13133	0.30164	0.55447	0.60144	0.38558	0.01033	0.06765	0	0	0.16483	0.20354	0.42747	0	0.30164	0	0	0.06765	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42362	0	0	0	0	0	0
Healthy	0.70648	1.17094	0.13627	0	0	0	0	0	0	0	0	1.06502	1.17094	0	0	0	0	0.03022	0	0
Healthy	1.73956	1.65416	0	0.10676	1.11606	0	0.01082	0	0	0	33.53986	0	1.65416	0.04224	0.03672	0.10676	0	0	0	0
Healthy	5.36463	1.22869	0.80354	0.90091	1.86328	0.74488	0.07046	0.3071	0.0041	0	1.63415	0.04607	1.22869	2.60757	0	0.90091	0.07328	0	0.0041	0.00187
D015179	0.35039	0.94903	0	0.05247	0	0.0035	0	0	0.52523	0	0	6.65734	0.94903	0	0	0.05247	0	0.32462	0.52523	0.03034
Healthy	4.8788	0.85054	1.64591	0.42212	0.41954	0.22714	0.18971	0.0739	0.00175	0.03844	0	0.16168	0.85054	0.25147	0	0.42212	0.00263	0	0.00175	0.00081
Healthy	1.39588	0.28464	0.01377	0.10507	0.28054	0.17105	0.0335	0.07053	0	0	29.9477	2.20122	0.28464	0.41643	4.28708	0.10507	0.00604	0	0	0
Healthy	0	0.3997	0	0.10923	0.10242	0.19267	0	0	0.28995	0	0.00861	1.60447	0.3997	0.45814	0	0.10923	0	0.4758	0.28995	0
Healthy	2.2851	0.16087	0	0	0	0	0	0	0	0	0	0.31951	0.16087	0	0	0	0.01783	0	0	0
Healthy	2.0372	0.14113	0	0.1863	0.07471	0.11231	0	0.0347	0	0	0	0.21454	0.14113	0.67256	0	0.1863	0	0	0	0
Healthy	5.37303	0.44201	0.07106	0.03852	0	0	0	0	0	0	0	0.08064	0.44201	0.01017	0	0.03852	0.00712	0.02739	0	0.01489
Healthy	12.5829	0.03587	0.39321	0.09738	0	0	0	0	0	0	0	0.01192	0.03587	0.05025	0	0.09738	0	0.00589	0	0
Healthy	2.3388	0.31808	0.03071	0	0	0	0	0	0	0	0	0.11988	0.31808	0	0	0	0.02393	0	0	0
Healthy	15.615	0.54897	0	0.03741	0	0	0	0	0	0	0	4.70194	0.54897	0	0	0.03741	0.04424	0	0	0
Healthy	0.8132	0.52057	0	0.23723	0.19372	0.02905	0	0.06892	0	0	0	0.12224	0.52057	0.04766	0	0.23723	0.03886	0	0	0
Healthy	4.38932	1.93744	0.41511	0.46135	0	0.17141	0.0571	0	0.0102	0	0	0.74918	1.93744	0.47956	0	0.46135	0	0.00299	0.0102	0.00185
Healthy	2.44719	0.76454	0.21482	0	0	0	0	0	0	0	33.50712	0.20813	0.76454	0	0	0	0.07528	0	0	0
Healthy	3.1183	6.01498	0	0.03335	0	0.03835	0	0	0.00581	0	0	0.01277	6.01498	0	0	0.03335	0.06469	0.03402	0.00581	0
Healthy	0.42542	0.74637	0	0.52043	0.68283	0.54558	0	0.06685	0	0	29.5591	0.09489	0.74637	1.04188	2.33415	0.52043	0	0	0	0
Healthy	3.0777	3.02805	0.53955	0.03941	0	0	0	0	0.1017	0	0	0.0046	3.02805	1.29776	0	0.03941	0.03584	0.41809	0.1017	0.05702
Healthy	1.86382	0.09464	0	0.21375	0	0.08728	0	0	0	0	0	0.27214	0.09464	0.00871	0	0.21375	0.13706	0	0	0
Healthy	0.14081	0.05146	0	0.09639	0.45237	0.32137	0	0.10353	0	0	11.6808	0.65261	0.05146	0.30393	0	0.09639	0	0	0	0
Healthy	0.0676	0	0	0.46655	0.17783	0.07381	0	0.02124	0	0	0	0.19616	0	0.39637	1.85714	0.46655	0	0	0	0
Healthy	1.16847	0.65636	0	0.47006	0.44957	0.18434	0.04713	0.01217	0	0	0	0.14506	0.65636	0.59772	0	0.47006	0.00395	0	0	0
Healthy	0.23781	0	0	0	0.12995	0	0.04571	0	0	0	0	0.35581	0	1.03165	0	0	0	0	0	0
Healthy	0.6775	0.43605	0	0.23314	0.62141	0.40961	0	0.15263	0	0	10.0931	0.49132	0.43605	0.38706	0	0.23314	0.21817	0	0	0
Healthy	2.95363	1.01942	0.12327	0.39103	0.63985	0.17357	0	0	0	0	6.9679	4.36374	1.01942	1.63333	0	0.39103	0	0	0	0
D015179	7.38206	0.55519	1.08686	0.7964	0.50322	0.05481	0.05259	0.53915	0.15124	0	0	0.14897	0.55519	0.1222	0.03372	0.7964	0	0	0.15124	0
Healthy	1.00649	3.65082	0.74275	0.10817	0.46247	0.02268	0	0	0.09893	0.02144	0	0.40223	3.65082	0.31822	0	0.10817	0	0.2426	0.09893	0.38788
Healthy	0.58912	1.77823	0	0	0	0	0	0	0	0	0	0.0223	1.77823	0	0	0	0.27962	0.53088	0	0
D015179	1.1508	0.66753	1.26964	3.67367	0.86897	0.80201	0.12601	0.83667	0	0.38845	0	6.41999	0.66753	0.23172	1.54248	3.67367	0	0.19656	0	0.03113
D015179	9.84596	0	0.05897	0.19031	0.05089	0.08185	0.22902	0.23451	0	0	0	0.04857	0	0	0	0.19031	0	0	0	0
Healthy	2.8001	1.89192	0	0	0	0	0	0	0	0	0	2.43138	1.89192	0	0	0	0	0	0	0
Healthy	3.10301	0.69476	0	0.04387	0.06325	0	0	0	0	0	0	0.09343	0.69476	0.0811	0	0.04387	0.14888	0	0	0
Healthy	2.22941	0.08683	0.02948	0.04581	0.01759	0	0	0	0	0	0	0.03616	0.08683	0.00828	0	0.04581	0.22545	0	0	0.00372
Healthy	7.6323	1.98189	0.94806	2.23221	0	0.66261	0.02221	0.21343	0.01354	0	0	0.02649	1.98189	0.16193	0	2.23221	0	0	0.01354	0
Healthy	1.09804	0.05741	0.90038	0.04487	0	0.01292	0	0	0.01374	0	0.04428	0.11971	0.05741	0.01677	0	0.04487	0.02357	0.00131	0.01374	0.00589
Healthy	12.4119	0.28942	1.07829	0.15608	0.33906	0.17672	0.25739	0.22257	0	0	0	0.33176	0.28942	0.22845	0	0.15608	0	0	0	0
Healthy	1.34106	0.00982	0.23407	0	0.22819	0.01946	0.10383	0	0.01266	0	0	0.31034	0.00982	0	0	0	0	0.00349	0.01266	0
Healthy	4.19292	0.25825	0.16107	0.31818	1.42362	0.04775	0.09706	0.37966	0.00607	0	17.25251	0.17236	0.25825	0.44087	0	0.31818	0	0	0.00607	0
Healthy	16.1297	1.12655	0	0.12684	1.09942	0.65424	0.00174	0	0	0	0	0.28558	1.12655	0.04633	0	0.12684	0	0	0	0
D015179	4.03982	8.64972	1.7845	3.68657	0	5.59125	0	0.56898	0	0	0	0.16252	8.64972	4.32884	0	3.68657	0.00839	0	0	0
D015179	38.06	0	0.28054	0	0.08211	0	0	0	0	0	0	0.34148	0	0	0	0	0.02602	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	83.3367	0	0	0	0	0	0	0	0	0
Healthy	1.22405	0.02174	0.18389	0.02201	0.19657	0.03174	0.09825	0	0.02748	0	0	1.15049	0.02174	0	0	0.02201	0	0	0.02748	0
Healthy	13.6787	0.05942	1.24327	0.54982	0.12979	0	0.06329	0.18539	0	0	0	1.13061	0.05942	1.23848	0	0.54982	0	0	0	0
Healthy	1.49092	0.27605	1.37624	0.0996	0	0	0	0	0.00987	0	0	0.01403	0.27605	0.41985	0	0.0996	0.04227	0.03401	0.00987	0.01175
Healthy	0.39393	0.94805	0	0.11302	0.07073	0	0	0	0.00828	0	0.17636	0.60765	0.94805	0	0	0.11302	0	0	0.00828	0
Healthy	3.95825	0	0.09112	0	0.0714	0	0	0	0	0	0	0.30363	0	0	0	0	0	0	0	0
D015179	1.24303	0.27335	0	0.14742	0.1144	0	0.62794	0	0	0	0	0.34207	0.27335	0	2.12953	0.14742	0	0	0	0.24809
D015179	1.95945	0	0.56782	0.35696	0	0	0	0	0.0222	0	8.28421	3.54061	0	0	0	0.35696	0	0	0.0222	0
Healthy	0.3946	0	0	0	0	0	0	0	0	0	25.1707	0	0	0	0	0	0	0	0	0
Healthy	0.19713	0.01603	1.34746	0.13903	0	0	0.07899	0.71082	0.38563	0	0.09597	0.32042	0.01603	0	0	0.13903	0.16422	0.15616	0.38563	0
Healthy	8.3565	0	0.08697	0	0	0.06589	0	0	0	0	0	1.71799	0	0	0	0	0.01364	0	0	0
Healthy	0	8.52158	0	0.06629	0	0.34938	0	0	0	0	0	1.19581	8.52158	0	0	0.06629	0.07304	1.45563	0	0
D015179	10.0062	0	0.20504	0.05548	0.59306	0.0479	0	0	0	0	0	2.60501	0	0	0	0.05548	0	0	0	0
Healthy	30.8149	0.41182	1.44477	0.36482	0.54992	0.39391	0.42899	0.53096	0.06739	0	0	1.53398	0.41182	0.1328	0	0.36482	0.28218	0.00081	0.06739	0
Healthy	3.41069	0.05673	0.27812	0	0.07343	0.00191	0	0	0	0	45.61821	0.29691	0.05673	0	0.90445	0	0	0	0	0
Healthy	3.10792	0.50189	0.05465	0.203	0.79107	0.40731	0.0739	0.19834	0	0	15.0765	0.4985	0.50189	0.34197	0	0.203	0.00858	0	0	0
Healthy	3.7263	0.17893	0	0	0	0.05143	0	0	0.11054	0.02003	0	0.24875	0.17893	0	0	0	0	0.70781	0.11054	0.03549
Healthy	5.01807	0.69025	2.6492	0.79192	0.65302	0.27774	1.15438	0.51608	0.02907	0.00462	11.1618	0.17945	0.69025	1.94997	3.93273	0.79192	0.05381	0.08674	0.02907	0.11027
Healthy	2.29966	0.10542	0.61158	0.12935	0	0.02758	0	0	0	0	0	0.08465	0.10542	0.07633	0	0.12935	0.04039	0.03055	0	0.03972
Healthy	5.39272	1.29772	0.31888	0.42614	1.02057	0.45329	0.09311	0.39519	0.02243	0.78279	0	0.065	1.29772	1.76033	2.03051	0.42614	0	0.07337	0.02243	0
Healthy	4.03194	0.38677	0.46059	0.4394	0.55803	0.36195	0.2104	0.16875	0	0	11.0211	0.90509	0.38677	0.70712	2.59872	0.4394	0	0	0	0.00399
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.87498	0	2.36464	0.01208	0	0.02128	0	0.57054	0	0	0	0	0	0.02376	0	0.01208	0	0	0	0
Healthy	5.18213	0.40787	0.05245	0.04465	0	0	0	0	0	0	0	0.07597	0.40787	0.00875	0	0.04465	0.00437	0.01958	0	0.00392
Healthy	7.65713	0.12221	0.1284	0.0373	0.0214	0.00978	0	0	0.0502	0	0	0.10633	0.12221	0	0	0.0373	0.01483	0	0.0502	0
Healthy	0	0.87392	0	0.14994	0.14132	0	0	0	0	0	0.04463	0.29187	0.87392	0	0	0.14994	0	0	0	0
D015179	3.04439	0.59201	0.34719	0.10499	0.08981	0.40249	0.0359	0.28125	0.12163	0	2.71637	1.41305	0.59201	0.42113	0	0.10499	0	0.01138	0.12163	0.0213
Healthy	8.62455	0.14821	0.03368	0.36471	0.28028	0.20406	0.02875	0.08176	0	0	0	0.69862	0.14821	0.34331	0	0.36471	0.15579	0	0	0
Healthy	5.47994	0.14483	0.02815	0	0	0	0	0	0.10466	0	0	0.00581	0.14483	0	0	0	0	0	0.10466	0
Healthy	5.76962	0.10612	0.26007	0.39031	0.38043	0.14706	0.07587	0.1402	0.00354	0	0.02037	0.39898	0.10612	0.40984	1.81253	0.39031	0.0016	0.00166	0.00354	0
Healthy	0.09365	0.01813	0	0	0	0	0	0	0	0	0	0.27053	0.01813	0	0	0	0	0	0	0
D015179	13.1937	1.89559	1.18837	0.69664	1.10856	0.93346	0.83717	0.10773	0	0.10062	0.02016	1.45952	1.89559	0.28945	0	0.69664	0	0	0	0
D015179	6.17058	0.46313	0	1.72366	0.60037	0.71843	0.29657	0.1601	0.00147	0	0	0.13618	0.46313	1.93808	0	1.72366	0.09631	0	0.00147	0
D015179	9.21224	3.1948	2.99336	0.55906	2.59936	1.58394	0.25307	0.17593	0.0037	0.01911	15.70958	0.02793	3.1948	1.67952	2.1267	0.55906	0.00241	0	0.0037	0
Healthy	4.65881	0.26404	0.03267	0.23492	0.20998	0.12304	0.04962	0.09218	0.00569	0	34.4071	0.05988	0.26404	0.33856	0	0.23492	0.06823	0	0.00569	0.00655
Healthy	7.7549	0.11403	0.09209	0.0375	0.01267	0.01071	0	0	0.05129	0	0	0.06159	0.11403	0	0	0.0375	0.02056	0	0.05129	0
D015179	0	3.4726	0	0	0.35282	0	0	0.01002	0	0	0	0	3.4726	0	0	0	0	0.92568	0	0
Healthy	17.4044	1.31911	1.45176	2.69181	0.27979	1.13421	0.03861	0	0	0	6.42291	5.30875	1.31911	0.44028	0	2.69181	0	0	0	0
Healthy	8.32259	0.37219	0.5983	0.16356	0	0	0.02271	0	0	0	0.07197	1.1636	0.37219	0.29592	0	0.16356	0	0.00801	0	0.00069
D015179	14.7849	0	0.66001	0.05936	0.12411	0.20701	0.35039	0	0	0	0	0.07267	0	0.45222	0	0.05936	0	0	0	0
D015179	8.29556	0.33314	0	0.22513	1.96372	0.64719	0	0.29128	0.02037	0	0	0.05833	0.33314	0.43207	0	0.22513	0.0111	0.0064	0.02037	0.00506
Healthy	8.58025	0.04878	0	1.08347	0	1.1278	0.36839	0	0	0	0	3.27933	0.04878	0.89059	0	1.08347	0	0	0	0
Healthy	0.85075	0.17608	0.67306	0.06887	0.07628	0.01157	0	0.02991	0.00285	0	0.00376	0.07454	0.17608	0.09302	0	0.06887	0.31683	0	0.00285	0.1715
Healthy	4.90281	0.00674	0.18891	0.10534	0.05771	0	0	0.01477	0	0	0	0.15462	0.00674	0	0	0.10534	0.01076	0	0	0.06439
Healthy	0.00125	0	0.00225	0	0	0	0	0	0	0	0.01055	0.00511	0	0	0	0	0	0	0	0
Healthy	2.73308	0	0	0	0	0	0	0	0	0	0	0.05029	0	0	0	0	0.40728	0	0	0
Healthy	0.18578	1.39369	2.50489	0.31708	0.97204	0.04594	2.95635	0	0.01026	0	0	0.02021	1.39369	2.99236	0	0.31708	0	0.01565	0.01026	0.20135
D015179	3.70806	0	0.2452	2.08099	0	0	0	0.28447	0	0	0	0.89529	0	0.37962	0	2.08099	0	0	0	0
Healthy	5.41291	3.89868	0.90387	1.37881	0.20452	1.32099	0.3528	0.36299	0	0	0	1.48507	3.89868	3.89335	0	1.37881	0	0	0	0
Healthy	2.28317	0.22169	0.35908	0.11127	0.23805	0.03974	0	0.02536	0.00345	0	10.09137	0.53875	0.22169	0.05909	2.44023	0.11127	0	0	0.00345	0
D015179	9.26163	0	0.18624	0.17075	0.01535	0.23776	0.1649	0.24729	0	0	0	0.16942	0	0	0	0.17075	0	0	0	0
Healthy	4.09215	0	0	0.04611	0	0	0	0	0	0	0	0.60467	0	0	0	0.04611	0.03323	0	0	0
D015179	7.5119	0.19696	0	0.27486	0.51365	0.58559	0.86684	0.23524	0.03152	0.05769	0	1.7635	0.19696	0.05541	0	0.27486	0	0	0.03152	0
Healthy	3.99635	0.80409	0	1.14523	0.46988	0.17836	0.48207	0	0	0	0	0.90964	0.80409	1.22033	0	1.14523	0.01459	0	0	0
Healthy	6.25914	1.59929	0.38212	0.56188	0.91667	0.28608	0.50258	0	0.01649	0.03118	0	0.22518	1.59929	0.56233	0	0.56188	0.13452	0.03348	0.01649	0.03065
Healthy	3.62763	0	0	0.11803	0	0.03945	0.01422	0.02795	0	0	0	0.139	0	0.01665	0	0.11803	0.1875	0	0	0
Healthy	1.07571	0	4.22563	0	0	0	0	0	0	0	0	1.19916	0	0	0	0	0	0	0	0
Healthy	1.24417	7.26931	8.95019	2.332	1.49928	1.68667	0.01082	0.24862	0	0.01434	0.90413	0.11856	7.26931	0.16818	0	2.332	0	0.0797	0	0
Healthy	0.07152	0.02211	0	0	0	0	0	0	0	0	0	0.13745	0.02211	0	0	0	0	0	0	0
Healthy	43.918	0	1.42719	0	0	0	0	0	0	0	0	0.63698	0	0	0	0	0.4085	0	0	0
D015179	6.49385	0.04407	0	0.05867	0	0.57673	0.14512	0	0	0	0	0.14613	0.04407	0	0	0.05867	0.14225	0.19621	0	0
D015179	3.7242	0	0	0.04582	0.21221	0.2123	0.13337	0	0	0	0	4.68646	0	0.26516	0	0.04582	0	0	0	0
Healthy	1.48175	0.59154	0.63418	0.02619	0.11048	0.03642	0.0566	0	0	0	31.46383	0.39467	0.59154	0	0	0.02619	0	0	0	0
Healthy	3.77448	0	0.05625	0.08096	0	0.07273	0.0489	0.01043	0	0	0	0.01055	0	0.03403	0	0.08096	0.16613	0	0	0
Healthy	0	0	1.57438	0	0	0	0	0	0	0	0.06614	0	0	0	0	0	0	0	0	0
Healthy	0.86119	0.3266	0.01118	0.19646	0.13527	0.32851	0.0378	0.0446	0	0	0	0.03138	0.3266	0.16901	0	0.19646	0.02151	0	0	0
Healthy	3.0314	0.01783	0	0.16121	0	0	0	0.02329	0	0	0	0.22913	0.01783	0.31253	0	0.16121	0.04815	0	0	0
Healthy	3.04289	1.10458	0.15239	0.52041	1.30375	0.68119	0.52849	0.30119	0	0	0.75981	0.88509	1.10458	0.50241	4.1312	0.52041	0	0	0	0
Healthy	1.6601	0.04732	0.42452	0.00185	0	0.01727	0	0	0	0	0	0.15858	0.04732	0.03372	0	0.00185	0	0	0	0.00205
Healthy	6.36178	0.03207	0	0	5.84126	0	0	0	0	0	49.0727	0.23992	0.03207	0	0	0	0	0	0	0
D015179	0.53094	0.28226	1.13345	0.15099	0.20871	0.1543	0.17234	0.02483	0	0.0028	0	0.33793	0.28226	1.10718	0	0.15099	0.02246	0	0	0
Healthy	0.97079	0.10281	0	0	0	0	0	0	0	0	0.45319	0	0.10281	0	0	0	0	0	0	0
Healthy	4.17623	0.09192	0.0857	0.02972	0.20754	0.04037	0.20067	0.03539	0	0	0	0.17297	0.09192	0.35198	0	0.02972	0	0	0	0
Healthy	2.16178	0.40605	0.05288	0	0	0	0	0	0	0	0	0.64089	0.40605	0	0	0	0.02441	0	0	0
Healthy	1.65366	0	0	0.00459	0	0.00615	0	0	0	0	0	0.32548	0	0	0	0.00459	0.13432	0	0	0
Healthy	1.29517	0.59491	0.66456	0.03419	0.09886	0.05784	0.03232	0	0	0	31.41348	0.38141	0.59491	0	0	0.03419	0	0	0	0
