group	Bacteroidaceae	Enterobacteriaceae	Streptococcaceae	Lactobacillaceae	Veillonellaceae	Erysipelatoclostridiaceae	Micrococcaceae		Enterobacteriaceae	Burkholderiaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	37.92842	0.73654	0.05416	0	0	0	0		0.73654	0.0305	0.05416	0.03838	0.29686	0	0	0	0	0
Healthy	31.40794	0.01777	0.15939	0	1.354	0	0		0.01777	2.55923	0.15939	0	0	0	1.354	0.07617	0	0.01169
Healthy	35.3399	0	0.05303	0	0	0	0		0	2.66211	0.05303	0	0.01407	0	0	0	0	0
Healthy	45.72108	0.80965	1.58204	0	0.63096	0.07348	0.00849		0.80965	0.41164	1.58204	0	0.06649	0.07348	0.63096	2.1204	0	0.04384
Healthy	53.54461	0.5566	0.05218	0	0.11794	0	0		0.5566	0.21041	0.05218	0	0	0	0.11794	0.08967	0	0
Healthy	54.80768	0.11657	0	0	0	0	0		0.11657	0.21162	0	0	0.00254	0	0	0	0	0
Healthy	32.23922	0	0.24432	0.00491	0.23036	0	0		0	1.47408	0.24432	2.89743	0.00771	0	0.23036	1.63962	0.00491	0.01919
Healthy	22.26016	5.04845	0.37288	0.00369	0	0	0.14121		5.04845	0	0.37288	0	0	0	0	0	0.00369	0.04691
Healthy	45.94214	15.5594	0	0	0	0	0		15.5594	0	0	0	0	0	0	0	0	0.07936
Healthy	12.7828	0.02114	0.10716	0.39074	0.06883	0	0		0.02114	1.11617	0.10716	0	0	0	0.06883	0	0.39074	0.00132
Healthy	0.01738	0	12.49222	0	0.09891	0	0.00864		0	0	12.49222	0	0	0	0.09891	0.00218	0	0
Healthy	20.22777	0.47574	0.85114	0.02371	0.00111	0	0		0.47574	0.18138	0.85114	0	0.00934	0	0.00111	0	0.02371	0.13109
Healthy	43.01196	0	0	0	0	0	0		0	0.00143	0	0	0	0	0	0.02725	0	0
Healthy	27.81498	0	0	0	0	0	0		0	0.05103	0	0	0.00267	0	0	0	0	0.16291
Healthy	21.98563	0.06341	6.70033	3.64084	0.04482	0	0		0.06341	0	6.70033	0.11406	0.08728	0	0.04482	0.06735	3.64084	0
Healthy	16.05566	0.00532	0.29678	0.05862	0.0195	0	0		0.00532	0.11497	0.29678	0	0.03302	0	0.0195	0.23915	0.05862	0.35722
Healthy	28.8117	0	5.53722	0.43596	0	0	0		0	0	5.53722	3.51275	0.04042	0	0	0	0.43596	0
Healthy	30.58517	0.06379	0.19097	0.534	0.24271	0.53635	0		0.06379	0.08396	0.19097	3.39564	0.81025	0.53635	0.24271	0.02978	0.534	0
Healthy	8.96652	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	9.13388	11.0443	0.00878	0	0	0.00369	0		11.0443	0.28826	0.00878	0	0.13268	0.00369	0	0	0	0
Healthy	24.24997	0.02429	0.27559	0	0.0628	1.19951	0.00321		0.02429	1.99375	0.27559	9.65135	0.36598	1.19951	0.0628	1.12159	0	0.56078
Healthy	42.77838	0.27585	0.05502	0	0.04572	0.02558	0		0.27585	0.5597	0.05502	0	0.01293	0.02558	0.04572	0.03656	0	0.00189
Healthy	34.48857	0.19364	0.01308	0	0.14453	0	0		0.19364	0.00295	0.01308	0	0	0	0.14453	0.21204	0	0
Healthy	38.02173	0.04764	0	0	0	0	0		0.04764	0	0	0	0.23776	0	0	0	0	0
Healthy	11.95871	0	0.75977	0	0	0	0		0	0	0.75977	0	0	0	0	0	0	0
Healthy	3.23478	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	24.11229	0.64972	0.21186	0	0	0	0		0.64972	0.10462	0.21186	0	0.02485	0	0	0	0	0.00906
Healthy	55.8596	0	0	0	0	0	0		0	0.12904	0	0	0.28924	0	0	0	0	0
Healthy	53.05792	0.08873	0	0	0	0	0		0.08873	0.11868	0	0	0.03612	0	0	0	0	0
Healthy	11.24663	0.54261	0.21295	0	0.01923	0	0.00165		0.54261	0.02577	0.21295	0.00157	3.39497	0	0.01923	0.00153	0	0.05158
Healthy	19.08661	0.14596	0.24108	0	0	0	0		0.14596	0.24195	0.24108	2.9922	6.43219	0	0	0	0	0
Healthy	27.73939	0	0	0	0.51913	0	0		0	0.33818	0	0	0	0	0.51913	0	0	0
Healthy	11.28153	0	0	0	0	0	0		0	0.03015	0	0.01708	0	0	0	0	0	0
Healthy	12.24661	0.01875	0	0	0	0	0		0.01875	0.33606	0	0	0	0	0	0	0	0
Healthy	43.24733	0.0348	0.0245	0	0.00761	0	0		0.0348	0.0173	0.0245	0	0	0	0.00761	0.07648	0	0
Healthy	24.88244	0	0	0.20363	0	0	0		0	0.2264	0	0.05531	0	0	0	0	0.20363	0
Healthy	50.57146	0.10318	0.25532	0	0	0	0		0.10318	0.22153	0.25532	0	0.10005	0	0	0.12082	0	0
Healthy	19.05566	0.01509	0.45752	0.01464	0.00157	0	0		0.01509	1.55291	0.45752	0	0.03031	0	0.00157	0	0.01464	0.32366
Healthy	56.10381	0	0	0	0	0	0		0	0.16446	0	0	0.31189	0	0	0	0	0
Healthy	73.6388	1.55593	0.07872	0	0	0	0		1.55593	0.1169	0.07872	0	0.0425	0	0	0	0	0
Healthy	17.89129	3.84002	17.94647	0.49741	0	2.77876	0		3.84002	0	17.94647	3.95739	1.16621	2.77876	0	0	0.49741	0
Healthy	27.07149	0	0	0	0.45275	0	0		0	0.38078	0	0	0	0	0.45275	0	0	0
Healthy	92.24673	4.03448	0	0	0	0	0		4.03448	0	0	0	0	0	0	0	0	0
Healthy	27.70826	0.11081	0.00413	1.47973	0.02973	0	0		0.11081	1.79857	0.00413	0	0.03112	0	0.02973	0	1.47973	0
Healthy	19.97177	0.11602	0.77118	0	0.39628	0	0		0.11602	0.02136	0.77118	0	9.10512	0	0.39628	0.41007	0	0
Healthy	40.91892	0	0.02819	0	0	0	0		0	0.02551	0.02819	0	0	0	0	0.0185	0	0
Healthy	74.06347	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	6.94928	22.25622	0.5298	1.09473	28.15239	0.0747	0.00892		22.25622	1.31253	0.5298	0	0.23882	0.0747	28.15239	0.15664	1.09473	0
Healthy	39.1985	0	0.00839	0	0	0	0		0	0.97126	0.00839	0	0.07233	0	0	0	0	0
Healthy	12.62926	0	0.10321	0	0	0	0		0	0.08698	0.10321	0	0.74488	0	0	0	0	0
Healthy	51.28055	0.03308	0.38215	0	0.03122	0	0		0.03308	0.30189	0.38215	0	0.98169	0	0.03122	0.1149	0	0.06884
Healthy	31.9736	0.21398	0.03944	0	0	0	0		0.21398	0	0.03944	0	0	0	0	0	0	0
Healthy	22.36559	0.108	0	0	0	0	0		0.108	1.84972	0	0	0.05804	0	0	0	0	0
Healthy	84.42181	0.01638	0.09102	0	0	0	0.00122		0.01638	0.5146	0.09102	0.00027	0.00441	0	0	0.00269	0	0.36256
Healthy	50.99702	0	0	0	0.07562	0	0		0	11.0407	0	0	0	0	0.07562	0	0	0
Healthy	6.58519	0.2123	0	0	0	0	0		0.2123	0.20349	0	0	0.00254	0	0	0	0	0.00937
D014376	78.38025	0.03268	0.2493	0.01471	0.08396	0	0		0.03268	3.22122	0.2493	8.53966	0.00347	0	0.08396	0.48283	0.01471	0
Healthy	11.83729	0	0.85793	0	0	0	0		0	0.21343	0.85793	0	0.03596	0	0	0	0	0
Healthy	9.91882	0.26559	0.1283	0	0.0215	0	0		0.26559	0.03352	0.1283	0	3.0882	0	0.0215	0.00998	0	0.02999
Healthy	64.49086	0	0	0.11208	0.01628	0	0		0	0.99013	0	0	0.10365	0	0.01628	0.01278	0.11208	0
Healthy	17.78239	0.01901	0.2201	0	0	0	0		0.01901	0.00375	0.2201	0.47297	0.92134	0	0	0.01799	0	0.02826
Healthy	30.5052	0.81443	0.08129	0	0.07359	0	0		0.81443	0.01064	0.08129	0	0.21746	0	0.07359	0.03774	0	0.07205
Healthy	17.46359	0	0.21378	0.046	0.01904	0	0		0	0.14544	0.21378	0	0.92797	0	0.01904	0.17409	0.046	1.2567
Healthy	83.27217	0.119	0	0	0	0	0		0.119	0.52898	0	0	0	0	0	0	0	0
Healthy	75.90028	0	0	0	0.02263	0	0		0	4.16845	0	0	0	0	0.02263	0	0	0
Healthy	33.0386	0.15208	0.02291	0	0.0239	0	0		0.15208	1.45614	0.02291	0	0.00307	0	0.0239	0.00891	0	0
Healthy	4.8474	24.47489	0.14513	0	0.0387	0	0.00026		24.47489	0.74192	0.14513	0	0.03603	0	0.0387	0	0	0.02382
Healthy	25.89382	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	35.06679	30.292	0	0	0	0	0		30.292	0	0	0	0.62781	0	0	0	0	0
Healthy	24.40202	0.00169	0.03852	0	0.07425	0.04074	0		0.00169	7.92056	0.03852	0	0.00719	0.04074	0.07425	0.17726	0	0.55979
Healthy	8.5865	0	0.30067	0	0.72083	0	0		0	0.24059	0.30067	0	0	0	0.72083	0.01595	0	0
Healthy	40.40355	0	0.46523	0	0.08461	0	0		0	2.32965	0.46523	0.27923	0.04609	0	0.08461	0.70257	0	0
Healthy	0.78649	4.66902	0.02344	0.33287	0.81767	0.05809	0.03639		4.66902	0	0.02344	0	0	0.05809	0.81767	0.27992	0.33287	0
Healthy	57.92808	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	21.58613	0	0.0831	0	0	0	0		0	0.02018	0.0831	2.558	0.25105	0	0	0	0	0
Healthy	39.83428	0	0	0	0	0	0		0	0.00711	0	0	0.50355	0	0	0.43264	0	0.49993
Healthy	76.7114	1.47462	0.05822	0	0	0	0		1.47462	0.09478	0.05822	0	0.04292	0	0	0	0	0
Healthy	2.89892	0.7005	0.10941	3.26918	0.43109	0	0		0.7005	0.83565	0.10941	0	0	0	0.43109	9e-05	3.26918	0
Healthy	49.61939	0.11064	0.26416	0	0.01032	0	0		0.11064	0.23073	0.26416	0	0.1365	0	0.01032	0.14107	0	0
Healthy	53.59839	0.07826	0.02144	0	0	0	0		0.07826	0.06109	0.02144	0	0.00816	0	0	0	0	0
Healthy	16.76068	0.53971	0.05725	0	0	0	0		0.53971	0.23859	0.05725	0	0.02896	0	0	0.09363	0	0.15579
Healthy	44.65704	0.02753	0.26105	0.15074	0.00062	0.01921	0.0147		0.02753	1.35498	0.26105	0	2.26939	0.01921	0.00062	0	0.15074	0.05571
Healthy	2.03722	0.42065	0.07135	0	1.82466	0.07772	0.00267		0.42065	0.10435	0.07135	0	0.00052	0.07772	1.82466	0.03612	0	0.00341
Healthy	43.57148	0	0.02661	0	0.01849	0	0		0	0.02743	0.02661	0	0	0	0.01849	0.06372	0	0
Healthy	52.47342	0	0	0	0	0	0		0	0.17379	0	0	0.0753	0	0	0	0	0
Healthy	21.71179	0	0	0.22474	0	0	0		0	4.75661	0	0.04483	0	0	0	0	0.22474	0
Healthy	33.45399	0.06986	0.14478	0	1.37853	0.05051	0.11361		0.06986	0.25013	0.14478	0	0.00354	0.05051	1.37853	6.83635	0	0.05038
Healthy	34.09611	2.74315	0.10336	0.0129	0.01547	0	0		2.74315	0	0.10336	0	0.00332	0	0.01547	0.01002	0.0129	0.01285
Healthy	56.76328	0.02421	2.72797	0	0.52754	1.6581	0.02814		0.02421	0	2.72797	0	0	1.6581	0.52754	0.02516	0	0
Healthy	49.84355	0.06229	0.03859	0.00623	0	0	0		0.06229	0.00502	0.03859	0	0.01471	0	0	0	0.00623	0.07675
Healthy	13.05246	1.47699	0.19797	1.26944	0	0	0		1.47699	0	0.19797	0	0	0	0	0	1.26944	0
Healthy	62.72196	0.00597	0.09536	0	0.19816	0.04031	0.00206		0.00597	1.57294	0.09536	0	0.00029	0.04031	0.19816	0.00736	0	0.06165
Healthy	16.7338	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	1.40332	0	0	0	0	0	0		0	0.16342	0	0	0	0	0	0	0	0
Healthy	49.7063	0.27309	0	1.07337	0	0	0		0.27309	0.03203	0	0	0	0	0	0	1.07337	0
Healthy	32.60699	2.4642	0.39868	0	0.27056	0.688	0.03066		2.4642	0	0.39868	0	0.04476	0.688	0.27056	0.04711	0	0.43526
Healthy	55.5566	0	0	0	0	0	0		0	0.16686	0	0	0.34117	0	0	0	0	0
Healthy	51.44246	0.44807	0	0	0	0.48854	0		0.44807	0	0	0	0	0.48854	0	0	0	0
Healthy	32.51268	0.13285	1.61678	0	1.15888	0	0.13653		0.13285	0.07255	1.61678	0	0.02894	0	1.15888	1.15785	0	0.09038
Healthy	15.66129	7.05157	3.80649	0.07262	0	0.05207	0.00728		7.05157	0.12053	3.80649	0.28531	0.18426	0.05207	0	0.10161	0.07262	0.24074
Healthy	0.02784	39.61196	0.20395	0	0.03009	0	0.05706		39.61196	0	0.20395	0	0.14843	0	0.03009	0.06057	0	0
Healthy	80.21685	0.36254	0	0	0	0	0		0.36254	0.04704	0	0	0	0	0	0	0	0
Healthy	9.07855	9.66942	0	0	0	0	0		9.66942	0.30699	0	0	0.13699	0	0	0	0	0
Healthy	13.13673	0	0	0	0	7.28847	0		0	0	0	0	0	7.28847	0	0	0	14.9991
Healthy	48.1779	0.02473	0.11158	0	0	0.13815	0		0.02473	3.10885	0.11158	0	0.03728	0.13815	0	0	0	0
Healthy	51.25958	0.05876	0.01401	0	0	0	0		0.05876	0	0.01401	0	0.00346	0	0	0	0	0
Healthy	38.08278	0.20747	0.00355	0	0.00222	0	0		0.20747	0	0.00355	0	0	0	0.00222	0	0	0
Healthy	33.95496	0	1.04134	0	0	0	0		0	0.03153	1.04134	0	0	0	0	0	0	0
Healthy	36.81727	0	0.00339	0	0	0	0		0	0	0.00339	0	0	0	0	1.38955	0	0
Healthy	33.69604	0.07754	0	0	0	0	0		0.07754	0.27969	0	0	0	0	0	0	0	0
Healthy	31.71098	0	0.0844	0	1.24183	0	0		0	2.91089	0.0844	0	0	0	1.24183	0.08386	0	0.01026
Healthy	7.40541	1.94308	19.07432	0.05474	0.01437	4.06634	0.03211		1.94308	0.07378	19.07432	0	0.02121	4.06634	0.01437	0.0028	0.05474	0
Healthy	32.00819	0	0	0	0	0	0		0	3.04508	0	0	0.069	0	0	0	0	0
Healthy	43.02262	0	0.04036	0	0	0.61865	0		0	0.00364	0.04036	0	0.00609	0.61865	0	0	0	0.0168
Healthy	62.04071	3.20604	0.00702	0	0	0	0		3.20604	0.02887	0.00702	0	0.29624	0	0	0	0	0.02506
Healthy	27.48219	0	0	0	0	0	0		0	1.55969	0	0.97535	0.05801	0	0	0	0	0
Healthy	23.43747	0	0	0	0	0	0		0	12.40094	0	0.80034	0	0	0	0	0	0
Healthy	1.93236	0	0	0	0	0	0		0	0	0	1.13551	4.53954	0	0	0	0	0
Healthy	33.05114	0	0.04054	0	0	0	0		0	0.05408	0.04054	0	0.37449	0	0	1.13337	0	0.35388
Healthy	18.48509	0.04623	1.09709	0.19551	0	0.03657	0		0.04623	0.07397	1.09709	0	0.01304	0.03657	0	0	0.19551	0.05757
Healthy	92.29603	4.73614	0.0131	0	0	0	0		4.73614	0	0.0131	0	0	0	0	0	0	0
Healthy	15.6333	8.5724	1.14024	0	0	0	0		8.5724	0.04847	1.14024	0	0	0	0	0	0	0
Healthy	51.86923	0	0	0	0	0	0		0	0.21284	0	0	0.06224	0	0	0	0	0
Healthy	41.68906	0	0	0	0	0	0		0	0.05708	0	0	0.49265	0	0	0.09635	0	0.37624
Healthy	48.76026	0	0.04969	0	0	0	0		0	0.02839	0.04969	0	0.3548	0	0	0.46362	0	0.3582
Healthy	62.06957	0.21866	0.08466	0.00229	0	0.23707	0		0.21866	0.00106	0.08466	0.40857	0.06104	0.23707	0	0.00601	0.00229	0.06125
Healthy	54.08493	2.00917	0.07439	0.01464	0.10628	0.07082	0.00741		2.00917	0.08921	0.07439	0	0.00227	0.07082	0.10628	0.3178	0.01464	0
Healthy	59.9376	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	37.39664	0	0.08839	0	0	0	0		0	1.95264	0.08839	0	0	0	0	0	0	0
Healthy	40.5741	12.0777	0.17975	0	0.96575	0	0		12.0777	0.1665	0.17975	0	0	0	0.96575	0	0	0
Healthy	9.60688	0	0	0	0.74977	0	0		0	0	0	0	0	0	0.74977	0	0	0
Healthy	40.96252	0.42364	0.35112	0	0	4.0676	0		0.42364	0	0.35112	0.01652	0.49969	4.0676	0	0	0	0
Healthy	3.94126	0	19.14261	0	0	9.92041	0		0	0.03762	19.14261	0.17115	0	9.92041	0	0	0	0
Healthy	33.15451	0.07601	0	0	0	0	0		0.07601	0.12163	0	0	0	0	0	0	0	0
Healthy	42.19382	11.6176	0.15445	0	0.88585	0	0		11.6176	0.22227	0.15445	0	0	0	0.88585	0	0	0
Healthy	67.62983	0.76431	0.01799	0	0.33515	0	0		0.76431	0	0.01799	0	0.00107	0	0.33515	0.04107	0	0
Healthy	46.30645	0.16232	0	0	0	0	0		0.16232	0.30133	0	0	0	0	0	0	0	0
Healthy	22.29717	0	2.41692	0	1.06924	0	0		0	0	2.41692	0	0	0	1.06924	1.89298	0	0.06931
Healthy	67.15064	0.96304	0	0	0.71114	0	0		0.96304	0	0	0	0	0	0.71114	0	0	0
Healthy	55.63267	0	0.43472	0	0	0	0		0	6.29351	0.43472	0	0	0	0	0	0	0
Healthy	0.34566	9.84888	0.10988	0.04634	0.00283	0	0.00143		9.84888	10.83112	0.10988	0	0.04003	0	0.00283	0	0.04634	0
Healthy	41.45407	0.01874	0.30903	0.06631	0.02117	0	0		0.01874	3.65107	0.30903	0	0	0	0.02117	0	0.06631	0
Healthy	66.57364	0.91601	0	0	0.80752	0	0		0.91601	0	0	0	0	0	0.80752	0	0	0
Healthy	32.41307	0.13432	0.01752	0	0.00657	0	0		0.13432	1.49304	0.01752	0	0	0	0.00657	0.01154	0	0
Healthy	24.88291	0	0	0	0.02503	0	0		0	0	0	1.86286	6.09692	0	0.02503	0	0	0
Healthy	24.75974	0	0.47884	0	0.05027	0	0		0	5.9881	0.47884	0.83564	0.0494	0	0.05027	2.26048	0	0
Healthy	65.2019	0	0	0	0	0	0		0	0	0	0	0	0	0	0.04368	0	0
Healthy	35.53819	0.19151	0.03033	0	0.1674	0	0		0.19151	0.00604	0.03033	0	0	0	0.1674	0.26515	0	0
Healthy	34.92927	0.17494	0.03817	0	0.19851	0	0		0.17494	0.01195	0.03817	0	0	0	0.19851	0.24103	0	0
Healthy	57.54904	0	0.1137	0	0	0	0		0	0.35876	0.1137	0	0	0	0	0	0	0
Healthy	1.90822	3.71815	2.88288	0	0	0.44452	0.15123		3.71815	0	2.88288	0.1214	9.43079	0.44452	0	0	0	0
Healthy	5.04404	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	3.18355	0	1.75162	0	1.51617	0	0		0	0	1.75162	0	0	0	1.51617	0	0	0
Healthy	6.71652	0	0.08337	0.20101	0.08257	2.54382	0		0	0.01351	0.08337	0.54215	2.02162	2.54382	0.08257	0.01582	0.20101	0
Healthy	6.09896	0.14521	0.04279	0	0	3.94541	0		0.14521	0	0.04279	0.75493	4.02897	3.94541	0	0	0	0.79233
Healthy	56.58063	0.45504	0.08015	0	0.12695	0	0		0.45504	0.20327	0.08015	0	0	0	0.12695	0.10322	0	0
Healthy	19.22891	0.93721	0.13752	4.6708	0.0265	3.18414	0		0.93721	0.15623	0.13752	0.5717	2.1155	3.18414	0.0265	0.04087	4.6708	0.5132
Healthy	2.95505	0.02541	21.70483	0.01215	0	13.0263	0.00746		0.02541	0.07894	21.70483	0.20135	0.21677	13.0263	0	0	0.01215	0.03216
Healthy	27.08062	0.13894	0	0.03009	0.00985	0.0432	0		0.13894	0.11535	0	11.1724	0.07062	0.0432	0.00985	0.02186	0.03009	0.00362
Healthy	45.06508	1.21203	0	0	0	0	0		1.21203	0.00673	0	0	0	0	0	0	0	0.06562
Healthy	53.31972	0	0.93044	0.01042	0.31387	1.0548	0.02846		0	0	0.93044	0	0.48757	1.0548	0.31387	0.43172	0.01042	0.44957
Healthy	66.45243	0	0	0	0	0	0		0	0.22455	0	0	0	0	0	0	0	0
Healthy	59.6279	0	0.10809	0.26398	0	0	0		0	0.1086	0.10809	0	0	0	0	0	0.26398	0
Healthy	25.88713	0.01477	0	0	0.2918	0	0		0.01477	0	0	0	0.00777	0	0.2918	0.04698	0	0
Healthy	19.19768	0	0	0	0	0	0		0	1.06893	0	0	0.02834	0	0	0	0	0
Healthy	14.49916	0.47514	0.12788	0	0	0	0		0.47514	0.01519	0.12788	0.56226	0.40925	0	0	0	0	0.01997
Healthy	31.93852	0	0	0	0	0	0		0	3.19954	0	0	0.07447	0	0	0	0	0
Healthy	24.28025	0.18333	8.46556	7.27727	0.2703	0	0.015		0.18333	0.00464	8.46556	0	0.00059	0	0.2703	0.10082	7.27727	0.04204
Healthy	52.34167	0.15275	0.02307	0	0	0	0		0.15275	0.04563	0.02307	0	0.01546	0	0	0	0	0
Healthy	56.77782	0	0	0	0	0	0		0	0.06675	0	0	0	0	0	0	0	0
Healthy	18.68899	2.78558	6.06571	0	0.25782	0	0		2.78558	0.26363	6.06571	0	0	0	0.25782	0	0	0
Healthy	21.44133	0.76816	0.1758	0	0.00593	0	0		0.76816	0.62015	0.1758	0	0.05002	0	0.00593	0.00139	0	0.01403
Healthy	21.97519	0	0.39024	0	0	0	0		0	0	0.39024	0	0	0	0	0	0	0
Healthy	47.17255	0.09797	0.00369	0	0	0	0		0.09797	0.2003	0.00369	0	0	0	0	0	0	0
Healthy	55.81801	0.02265	0	0	0	0	0		0.02265	0.1202	0	0	0.32209	0	0	0	0	0
D014376	58.11054	0.03615	0.09876	0	0	0	0		0.03615	0.44787	0.09876	0	0.10565	0	0	0	0	0
Healthy	25.06975	0	0.09958	0.61281	0	0	0		0	0	0.09958	0.02492	0	0	0	0	0.61281	0
Healthy	30.44125	2.09034	0.15673	0	0.59628	0.41377	0		2.09034	0.08428	0.15673	16.8209	0.08162	0.41377	0.59628	2.44785	0	0.11849
Healthy	18.97354	0.08463	0.00129	0	0	0	0		0.08463	3.21953	0.00129	0	0.04547	0	0	0	0	0
Healthy	9.79277	0	0	0.29385	0	0	0		0	1.15759	0	0	0	0	0	0	0.29385	0
Healthy	53.31513	0.0791	0.02259	0	0	0	0		0.0791	0.04983	0.02259	0	0.02419	0	0	0	0	0
Healthy	29.53726	0.41756	0.37918	0	0	6.45408	0		0.41756	0	0.37918	0.01665	0.73995	6.45408	0	0	0	0
Healthy	26.14457	0	0	0	0.44936	0	0		0	0.37763	0	0	0	0	0.44936	0	0	0
Healthy	82.59528	0	0	0	0	0.33659	0		0	0	0	5.82823	0	0.33659	0	0	0	0
Healthy	6.40196	10.55288	0.04668	0	0.06174	0.02156	0		10.55288	0	0.04668	0	0.4665	0.02156	0.06174	0.00088	0	0
Healthy	14.85295	1.30501	2.95029	0	0	0	0		1.30501	0	2.95029	0	0.2742	0	0	0	0	0
Healthy	23.45294	1.35609	0	0	0.06529	0	0		1.35609	1.95675	0	0	0.11564	0	0.06529	0	0	0
Healthy	64.17043	0	0	0	0	0	0		0	0.40279	0	0	0	0	0	0	0	0
Healthy	57.98945	0.04033	0.044	0	0.004	0.00119	0		0.04033	0	0.044	0	0.04637	0.00119	0.004	0.01904	0	0.17519
Healthy	37.94343	0.07105	0	0	0	0	0		0.07105	0	0	0	0.25137	0	0	0	0	0
Healthy	11.80867	16.83793	0.01088	0.03276	0	0	0		16.83793	0.00546	0.01088	0	0.00584	0	0	0	0.03276	0.0077
Healthy	15.85916	0.48231	0.42966	0	0.26417	0	0		0.48231	3.19058	0.42966	0	1.90373	0	0.26417	0.23689	0	0
Healthy	56.75881	0	0	0	0	0	0		0	0.16181	0	0	0.2823	0	0	0	0	0
Healthy	20.73557	0.06268	0	0	0	0	0		0.06268	0	0	0	0	0	0	0	0	0
Healthy	54.21765	0.03976	0	0	0	0	0		0.03976	0.13787	0	0	0.01778	0	0	0	0	0
Healthy	47.60269	0	0.03601	0	0	0.09391	0		0	3.06382	0.03601	0	0.04694	0.09391	0	0	0	0
Healthy	24.35419	0	0	0	0	0	0		0	0.12456	0	0	0.00313	0	0	0	0	0
Healthy	53.03547	0.05527	0.03365	0	0	0.05916	0		0.05527	0	0.03365	0	0	0.05916	0	0	0	0
Healthy	10.1198	0	0.16137	0.00803	0	1.06995	0		0	0.00283	0.16137	0.14224	0.19812	1.06995	0	0	0.00803	0.18739
Healthy	57.88965	0	0	0	0	0	0		0	0	0	0.04932	0.28565	0	0	0	0	0.05643
Healthy	43.76324	0.01735	0.23618	0.45485	0.78188	0	0		0.01735	3.79989	0.23618	5.77831	0.61369	0	0.78188	2.27191	0.45485	0.09331
Healthy	17.02382	0	0	0	0	0	0		0	0.00391	0	0	0.10299	0	0	0	0	0
Healthy	19.92025	1.20115	0.18313	0	0	0	0		1.20115	0.11041	0.18313	0	0	0	0	0.26819	0	0
Healthy	57.64898	0.32028	0	0	0	0	0		0.32028	0.13045	0	0	0.04627	0	0	0	0	0
Healthy	48.33434	0.03019	0.14192	0	0.01142	0	0		0.03019	0.51792	0.14192	0	0.00635	0	0.01142	0.03503	0	0.24775
Healthy	14.1317	0.01524	0.17059	0.08382	0	0	0		0.01524	1.36016	0.17059	0	0.17303	0	0	0	0.08382	0.18904
Healthy	21.80262	0	2.22806	0.45207	0.26046	0.86191	0.00102		0	0.4643	2.22806	0	0.19231	0.86191	0.26046	0.05186	0.45207	0
Healthy	66.53183	0.33409	0.30723	0.01923	0.16919	0	0		0.33409	0.37153	0.30723	0	0.07759	0	0.16919	0.09015	0.01923	0.14088
Healthy	19.82324	0	0.00304	0	0	0	0		0	1.1555	0.00304	0	0.06448	0	0	0	0	0
Healthy	55.47535	0.01371	0.14807	0	0.01173	0.01917	0		0.01371	0.02049	0.14807	0	0	0.01917	0.01173	0.12658	0	0.84427
Healthy	22.78966	0	1.34083	0.90176	0	0	0		0	0.63578	1.34083	0	0	0	0	0	0.90176	0
Healthy	60.19872	0	0	0.04345	0	0.37089	0		0	0	0	0.32888	0.18896	0.37089	0	0	0.04345	0
Healthy	4.02228	7.05591	0.2666	0	0.04011	0.33491	0.03811		7.05591	0	0.2666	0	0	0.33491	0.04011	0.00178	0	0
Healthy	4.72637	8.23197	3.18408	8.99978	0	0	0		8.23197	0.01339	3.18408	0.0319	6.19252	0	0	0	8.99978	0
Healthy	42.52329	0.1686	0.10611	0.03655	0.29762	0.24184	0.01353		0.1686	0.46989	0.10611	0	0.01489	0.24184	0.29762	0.47357	0.03655	0.00702
Healthy	39.3826	0	0.15737	0	0.46485	0	0		0	0.0512	0.15737	0	0.4366	0	0.46485	2.63522	0	0.88499
Healthy	55.41666	0.01752	0	0	0	0	0		0.01752	0.0453	0	0	0	0	0	0	0	0
Healthy	28.68167	0.54057	0.42997	0	0	5.49607	0		0.54057	0	0.42997	0.01126	0.53754	5.49607	0	0	0	0
Healthy	43.40132	0.49775	0	0	0	0	0		0.49775	0.44667	0	0	0	0	0	0	0	0
Healthy	55.22815	0.03119	0	0	0	0.49563	0		0.03119	0.05625	0	0	0	0.49563	0	0	0	0
Healthy	25.72223	0.00533	0.60439	0.03658	0.09456	2.79948	0		0.00533	0.14954	0.60439	0	0.78994	2.79948	0.09456	0.13229	0.03658	0.07458
Healthy	53.98837	1.08666	0.27471	1.25829	0.11654	0	0		1.08666	0	0.27471	0	0	0	0.11654	0.09689	1.25829	0.01209
Healthy	15.7947	0.03033	0.0917	0.01931	0.00183	0	0		0.03033	0.5599	0.0917	1.06927	0.00798	0	0.00183	0.00155	0.01931	0.02988
